,resultId,raceId,driverId,constructorId_x,number,grid,position,positionText,positionOrder,points_x,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,code,forename,surname,dob,nationality,url,fullname,year,name,date,constructorResultsId,constructorId_y,points_y,status
309068,26288,1121,832,6,55,4,3,3,3,15.0,57,+25.110,5529852,44,6,1:34.507,206.156,1,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Carlos Sainz,2024.0,Bahrain,2024-03-02,16892.0,131.0,16.0,\N
309069,26288,1121,832,6,55,4,3,3,3,15.0,57,+25.110,5529852,44,6,1:34.507,206.156,1,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Carlos Sainz,2024.0,Bahrain,2024-03-02,16893.0,1.0,12.0,\N
309070,26288,1121,832,6,55,4,3,3,3,15.0,57,+25.110,5529852,44,6,1:34.507,206.156,1,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Carlos Sainz,2024.0,Bahrain,2024-03-02,16894.0,117.0,3.0,\N
309071,26288,1121,832,6,55,4,3,3,3,15.0,57,+25.110,5529852,44,6,1:34.507,206.156,1,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Carlos Sainz,2024.0,Bahrain,2024-03-02,16895.0,15.0,0.0,\N
309072,26288,1121,832,6,55,4,3,3,3,15.0,57,+25.110,5529852,44,6,1:34.507,206.156,1,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Carlos Sainz,2024.0,Bahrain,2024-03-02,16896.0,210.0,0.0,\N
309073,26288,1121,832,6,55,4,3,3,3,15.0,57,+25.110,5529852,44,6,1:34.507,206.156,1,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Carlos Sainz,2024.0,Bahrain,2024-03-02,16897.0,215.0,0.0,\N
309074,26288,1121,832,6,55,4,3,3,3,15.0,57,+25.110,5529852,44,6,1:34.507,206.156,1,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Carlos Sainz,2024.0,Bahrain,2024-03-02,16898.0,3.0,0.0,\N
309075,26288,1121,832,6,55,4,3,3,3,15.0,57,+25.110,5529852,44,6,1:34.507,206.156,1,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Carlos Sainz,2024.0,Bahrain,2024-03-02,16899.0,214.0,0.0,\N
309076,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16890.0,9.0,44.0,\N
309077,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16891.0,6.0,27.0,\N
309078,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16892.0,131.0,16.0,\N
309079,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16893.0,1.0,12.0,\N
309080,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16894.0,117.0,3.0,\N
309081,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16895.0,15.0,0.0,\N
309082,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16896.0,210.0,0.0,\N
309083,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16897.0,215.0,0.0,\N
309084,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16898.0,3.0,0.0,\N
309085,26289,1121,844,6,16,2,4,4,4,12.0,57,+39.669,5544411,36,2,1:34.090,207.069,1,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,Charles Leclerc,2024.0,Bahrain,2024-03-02,16899.0,214.0,0.0,\N
309086,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16890.0,9.0,44.0,\N
309087,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16891.0,6.0,27.0,\N
309088,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16892.0,131.0,16.0,\N
309089,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16893.0,1.0,12.0,\N
309090,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16894.0,117.0,3.0,\N
309091,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16895.0,15.0,0.0,\N
309092,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16896.0,210.0,0.0,\N
309093,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16897.0,215.0,0.0,\N
309094,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16898.0,3.0,0.0,\N
309095,26290,1121,847,131,63,3,5,5,5,10.0,57,+46.788,5551530,40,12,1:35.065,204.946,1,russell,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),George Russell,2024.0,Bahrain,2024-03-02,16899.0,214.0,0.0,\N
309096,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16890.0,9.0,44.0,\N
309097,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16891.0,6.0,27.0,\N
309098,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16892.0,131.0,16.0,\N
309099,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16893.0,1.0,12.0,\N
309100,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16894.0,117.0,3.0,\N
309101,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16895.0,15.0,0.0,\N
309102,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16896.0,210.0,0.0,\N
309103,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16897.0,215.0,0.0,\N
309104,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16898.0,3.0,0.0,\N
309105,26291,1121,846,1,4,7,6,6,6,8.0,57,+48.458,5553200,1,5,1:34.476,206.223,1,norris,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,Lando Norris,2024.0,Bahrain,2024-03-02,16899.0,214.0,0.0,\N
309106,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16890.0,9.0,44.0,\N
309107,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16891.0,6.0,27.0,\N
309108,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16892.0,131.0,16.0,\N
309109,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16893.0,1.0,12.0,\N
309110,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16894.0,117.0,3.0,\N
309111,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16895.0,15.0,0.0,\N
309112,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16896.0,210.0,0.0,\N
309113,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16897.0,215.0,0.0,\N
309114,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16898.0,3.0,0.0,\N
309115,26292,1121,1,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis Hamilton,2024.0,Bahrain,2024-03-02,16899.0,214.0,0.0,\N
309116,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16890.0,9.0,44.0,\N
309117,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16891.0,6.0,27.0,\N
309118,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16892.0,131.0,16.0,\N
309119,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16893.0,1.0,12.0,\N
309120,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16894.0,117.0,3.0,\N
309121,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16895.0,15.0,0.0,\N
309122,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16896.0,210.0,0.0,\N
309123,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16897.0,215.0,0.0,\N
309124,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16898.0,3.0,0.0,\N
309125,26293,1121,857,1,81,8,8,8,8,4.0,57,+56.082,5560824,1,11,1:34.983,205.123,1,piastri,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,Oscar Piastri,2024.0,Bahrain,2024-03-02,16899.0,214.0,0.0,\N
309126,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16890.0,9.0,44.0,\N
309127,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16891.0,6.0,27.0,\N
309128,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16892.0,131.0,16.0,\N
309129,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16893.0,1.0,12.0,\N
309130,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16894.0,117.0,3.0,\N
309131,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16895.0,15.0,0.0,\N
309132,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16896.0,210.0,0.0,\N
309133,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16897.0,215.0,0.0,\N
309134,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16898.0,3.0,0.0,\N
309135,26294,1121,4,117,14,6,9,9,9,2.0,57,+1:14.887,5579629,48,3,1:34.199,206.830,1,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando Alonso,2024.0,Bahrain,2024-03-02,16899.0,214.0,0.0,\N
